assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
229349404,22692693,Zapornia sandwichensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
229349404,22692693,Zapornia sandwichensis,8.1.2,Named species,2.1,Species mortality,,Canis familiaris,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
229349404,22692693,Zapornia sandwichensis,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
229356593,22728757,Zapornia nigra,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230579349,22693330,Prosobonia leucoptera,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus norvegicus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230579349,22693330,Prosobonia leucoptera,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Capra hircus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230579349,22693330,Prosobonia leucoptera,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Sus scrofa,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230580264,22692708,Zapornia monasa,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230907670,62263064,Porphyrio paepae,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230907670,62263064,Porphyrio paepae,8.1.1,Unspecified species,2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230908300,22728732,Porphyrio kukwiedei,8.1.2,Named species,2.3.7,Reduced reproductive success,Wild,Unspecified Rattus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230908300,22728732,Porphyrio kukwiedei,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230908300,22728732,Porphyrio kukwiedei,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,Feral,Canis familiaris,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230908300,22728732,Porphyrio kukwiedei,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,Feral,Felis catus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230909124,22728833,Porphyrio mantelli,7.3,Other ecosystem modifications,1.1,Ecosystem conversion,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
230909124,22728833,Porphyrio mantelli,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230909124,22728833,Porphyrio mantelli,8.1.1,Unspecified species,2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230910452,62274163,Tribonyx hodgenorum,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230910452,62274163,Tribonyx hodgenorum,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Rattus exulans,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus exulans,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Unspecified micro-organisms,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.2,Named species,2.1,Species mortality,Feral,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
230916441,22732936,Pomarea nukuhivae,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230916441,22732936,Pomarea nukuhivae,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
230916441,22732936,Pomarea nukuhivae,8.1.2,Named species,1.2,Ecosystem degradation,,Capra hircus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
231059236,22724444,Pomarea pomarea,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
231059236,22724444,Pomarea pomarea,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
235578991,22708835,Turdus ravidus,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
235578991,22708835,Turdus ravidus,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
235578991,22708835,Turdus ravidus,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,Feral,Felis catus,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
235580956,22698593,Traversia lyalli,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
235580956,22698593,Traversia lyalli,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
236663133,37924,Fitchia mangarevensis,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,"Past, Unlikely to Return",
236663133,37924,Fitchia mangarevensis,2.1.2,Small-holder farming,"","",,,,,,,"Past, Unlikely to Return",
236663133,37924,Fitchia mangarevensis,8.1.1,Unspecified species,"","",,,,,,,"Past, Unlikely to Return",
236673639,30475,Psychotria adamsonii,8.1.1,Unspecified species,"","",,,,,,,"Past, Unlikely to Return",
236684638,146907699,Achyranthes mangarevica,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,"Past, Unlikely to Return",
236684638,146907699,Achyranthes mangarevica,8.1.1,Unspecified species,"","",,,,,,,"Past, Unlikely to Return",
236694411,236694409,Ceodes rapaensis,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,"Past, Unlikely to Return",
236694411,236694409,Ceodes rapaensis,8.1.1,Unspecified species,"","",,,,,,,"Past, Unlikely to Return",
238086085,62307504,Eclectus infectus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
238086085,62307504,Eclectus infectus,8.1.1,Unspecified species,2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
238086539,22728673,Cyanoramphus ulietanus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus norvegicus,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
238086539,22728673,Cyanoramphus ulietanus,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
238086539,22728673,Cyanoramphus ulietanus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Unknown,,"Past, Unlikely to Return",
238886213,22710496,Aplonis corvina,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
241413513,34169,Dendroseris gigantea,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Rattus norvegicus,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Rattus rattus,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Oryctolagus cuniculus,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Capra hircus,,,,,Ongoing,
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Unspecified Rattus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1,Species mortality,,Canis familiaris,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1,Species mortality,,Sus domesticus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228008609,22691052,Pampusana ferruginea,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228008609,22691052,Pampusana ferruginea,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,Wild,Unspecified Rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228013744,22691086,Microgoura meeki,8.1.2,Named species,2.1,Species mortality,,Canis familiaris,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228013744,22691086,Microgoura meeki,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228013744,22691086,Microgoura meeki,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
230926240,22704329,Moho apicalis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
230926240,22704329,Moho apicalis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230926240,22704329,Moho apicalis,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,Wild,Rattus rattus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230926240,22704329,Moho apicalis,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Sus scrofa,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230926240,22704329,Moho apicalis,8.1.2,Named species,2.1,Species mortality,,Plasmodium relictum,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230926240,22704329,Moho apicalis,8.5.2,Named species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",Avipoxvirus
230929845,22704335,Moho bishopi,8.1.2,Named species,2.3.7,Reduced reproductive success,Wild,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,,Unspecified FORMICIDAE,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Capra hircus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,Wild,Axis axis,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,,Miconia calvescens,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Domestic Dog (Canis familiaris),"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.1,Species mortality,Feral,Canis familiaris,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.1,Species mortality,Feral,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.1,Species mortality,,Plasmodium relictum,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.5.2,Named species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",Avipoxvirus
230938174,22704342,Moho nobilis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
230938174,22704342,Moho nobilis,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Unknown,Unspecified micro-organisms,"Past, Unlikely to Return",
230938174,22704342,Moho nobilis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230938174,22704342,Moho nobilis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Introduced predators,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,5.1.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230946240,22704323,Moho braccatus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230946240,22704323,Moho braccatus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Sus domesticus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230946240,22704323,Moho braccatus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230946240,22704323,Moho braccatus,8.5.2,Named species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",Avipoxvirus
230946240,22704323,Moho braccatus,8.1.2,Named species,2.1,Species mortality,,Plasmodium relictum,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230949308,22705595,Turnagra capensis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230949308,22705595,Turnagra capensis,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230949308,22705595,Turnagra capensis,8.4.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Introduced predators,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,8.1.2,Named species,2.3.7,Reduced reproductive success,Wild,Rattus rattus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,8.1.2,Named species,2.1,Species mortality,Feral,Felis catus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Introduced mammals,"Past, Unlikely to Return",
231049026,22714223,Zosterops strenuus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
231051969,103889155,Zosterops conspicillatus,8.1.2,Named species,2.1,Species mortality,,Boiga irregularis,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
231051969,103889155,Zosterops conspicillatus,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
